Date,CONS,NGDP,MONEY,PRICE,SHORT,LONG,URATE,WAGE,INVEST
2015-04-01,239912000000.00000,407505000000.000000,1786000000000.000000,99.83747387973060,2.18333333333333,2.75666666666667,6.01295503333333,1136.900000000000,108546000000.000000
2015-07-01,242198000000.00000,412025000000.000000,1814100000000.000000,100.30183422335700,2.15000000000000,2.77333333333333,6.17225843333333,1141.3,106272000000.000000
2015-10-01,243454000000.00000,412918000000.000000,1836500000000.000000,100.67332249825900,2.23666666666667,2.77333333333333,5.84243793333333,1145.700000000000,105539000000.000000
2016-01-01,245706000000.00000,416216000000.000000,1868700000000.000000,100.48757836080800,2.29666666666667,2.59333333333333,5.77472546666667,1153.3,106219000000.000000
2016-04-01,246756000000.00000,421372000000.000000,1889400000000.000000,100.85906663570900,2.08666666666667,2.32000000000000,5.68285073333333,1160.900000000000,105342000000.000000
2016-07-01,248082000000.00000,426205000000.000000,1915800000000.000000,101.60204318551200,1.80666666666667,1.93333333333333,5.64559810000000,1162.2,102622000000.000000
2016-10-01,249789000000.00000,440535000000.000000,1960100000000.000000,102.15927559786400,1.76333333333333,2.50000000000000,5.72764380000000,1163.500000000000,105735000000.000000
2017-01-01,250721000000.00000,449336000000.000000,1994300000000.000000,102.62363594149100,1.78333333333333,2.76333333333333,5.78353703333333,1171.25,106705000000.000000
2017-04-01,252605000000.00000,448720000000.000000,2037000000000.000000,102.80938007894100,1.74000000000000,2.50333333333333,5.58253210000000,1179.000000000000,107366000000.000000
2017-07-01,254252000000.00000,453306000000.000000,2046700000000.000000,103.45948456001900,1.70666666666667,2.64666666666667,5.51402486666667,1185.25,110104000000.000000
2017-10-01,256842000000.00000,456984000000.000000,2048600000000.000000,104.10958904109600,1.73000000000000,2.64333333333333,5.46387723333333,1191.500000000000,109538000000.000000
2018-01-01,257875000000.00000,466381000000.000000,2068600000000.000000,104.57394938472300,1.83000000000000,2.77666666666667,5.51882570000000,1199.45,111255000000.000000
2018-04-01,260019000000.00000,471634000000.000000,2075400000000.000000,104.94543765962400,2.03000000000000,2.74333333333333,5.41489820000000,1207.400000000000,111049000000.000000
2018-07-01,260787000000.00000,476652000000.000000,2091400000000.000000,105.40979800325100,1.97000000000000,2.62000000000000,5.19018086666667,1216.35,111508000000.000000
2018-10-01,261885000000.00000,482278000000.000000,2098700000000.000000,105.96703041560200,1.96333333333333,2.59666666666667,5.03553010000000,1225.300000000000,110351000000.000000
2019-01-01,262566000000.00000,489136000000.000000,2151200000000.000000,105.96703041560200,1.95333333333333,2.12000000000000,5.01869670000000,1231.4265,109559000000.000000
